business_id,name,neighborhood,categories,GoodForMeal
yQfiIg-HDflMzBKOfyTqQA,New Frontier Hotel & Casino,The Strip,"Hotels & Travel, Restaurants, Arts & Entertainment, Event Planning & Services, Hotels, Casinos",
#NAME?,Great Wraps,The Strip,"Sandwiches, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
hb2u9dUQkbWYIHhXCiFsrg,Mama Ilardo's Pizzeria,The Strip,"Pizza, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
AUZQbqGldMpNURXCh-UuUQ,Snacks,The Strip,"Sandwiches, Restaurants, Cafes, Food, Coffee & Tea","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
81WMGpA8CVYlPhuhZatkXw,Aria Patisserie,The Strip,"Food, Coffee & Tea, Restaurants, Breakfast & Brunch, Patisserie/Cake Shop","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
Ehy00JWQixgoXzisVKhvag,Cucina by Wolfgang Puck,The Strip,"Pizza, Italian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
7WHAdFHiHLmNJN72M_AKYQ,Dumpling And Noodle House,The Strip,"Chinese, Noodles, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}"
5i-SK1EztIn6YnhcRvatTQ,Cafe Vetro,The Strip,"American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
TZM4eiv3CtR9CBPtknXgDw,Sweet Chill,The Strip,"Ice Cream & Frozen Yogurt, Sandwiches, Desserts, Restaurants, Food",
cdRcqdqA4CH6DZk2CIRKwQ,Cafe Pan,The Strip,"Restaurants, Coffee & Tea, Creperies, Food, Bakeries, Bagels","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
fWEfX14W2_7GDOJBSQQU9Q,Ichiban Sushi,The Strip,"Sushi Bars, Restaurants, Japanese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
O_C-2kZMHGnq3ZDL_OaG6Q,Morels French Steakhouse & Bistro,The Strip,"Steakhouses, Nightlife, Lounges, French, Restaurants, Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
y5fwt6pAKnvYOSn-xOUepA,Cafe Ba-Ba-Reeba,The Strip,"Restaurants, Spanish, Tapas Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
zPEYgVqJ2QNKi45FJi2jvg,The Pub,The Strip,"Nightlife, Restaurants, Bars, Sports Bars, Gastropubs","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
LQZ2yBIAFmXYbDD0Z2Nhug,La Gloria,The Strip,"Mexican, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
MP9LqzWeWTuMU4VkZo_M2w,Garden Cafe,The Strip,"Restaurants, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
K0j_Znzin0jShXVnpvW86A,Jaleo,The Strip,"Restaurants, American (New), Spanish, Tapas/Small Plates","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
vYOtdnBm-45KQiiHj8jqaw,Tea Lounge,The Strip,"Desserts, Coffee & Tea, Tapas Bars, Tea Rooms, Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
CCRgGKhzxSpl38w7yhqKUw,Noodles,The Strip,"Korean, Restaurants, Asian Fusion, Chinese, Dim Sum","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
fxoKYMF5V87rea7Os368Qg,The Burger Joint,The Strip,"Restaurants, Burgers","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
S-xZzaHeMyMcqf66GAC4wA,Boardwalk Hotel & Casino,The Strip,"Bars, Arts & Entertainment, Nightlife, Restaurants, American (Traditional), Casinos",
ihwYbxAuOntsaKScPxbXOg,Starbucks,The Strip,"Coffee & Tea, Food, Restaurants, Cafes",
da17_EW7GaYZWw1Z1JKSmw,Denny's,The Strip,"Diners, Restaurants, American (Traditional), Breakfast & Brunch","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
3nf-a84p8LC41_WAIvJPjg,Grimaldi's Pizzeria,The Strip,"Pizza, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
LtXy1VinKWfuLFslVarKRw,Fatburger,The Strip,"Fast Food, American (Traditional), Restaurants, Burgers","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
aoXb8mDCyb-XbkITiIfYVA,Sbarro,The Strip,"Restaurants, Pizza, Salad, Italian","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
h9r-Uif_y0b6x80IJFzXLA,Rock & Reilly's Las Vegas,The Strip,"Bars, Irish Pub, Restaurants, Nightlife, Sports Bars, Irish","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
tFC0oaQO0wpwMIaJyUSsAQ,Paris Baguette,The Strip,"Bakeries, Coffee & Tea, Cafes, Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
eh127ASMZstrELE0K0XADw,Luke's Lobster Las Vegas,The Strip,"Restaurants, Seafood","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
OcHZMxSYubLUg64aBU27sA,Nathan's Famous,The Strip,"Hot Dogs, Cheesesteaks, American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
-3zffZUHoY8bQjGfPSoBKQ,Michael Mina,The Strip,"Nightlife, American (New), Bars, Seafood, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
H8qpFitIesth86zqR4cwYg,Jean Philippe Patisserie,The Strip,"Chocolatiers & Shops, Restaurants, Specialty Food, Bakeries, Desserts, Food","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
ghDNHpqETRJGxG5iUtaZtw,Lobster ME,The Strip,"Seafood, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
ANAGlfG4ELW3jiO62GQ1zw,Corsa Cucina,The Strip,"Italian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
qKys2eEhVt5A7NUYMn7o7Q,Burger Lounge,The Strip,"Burgers, Restaurants, American (New)","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
C2QQN6wmEBSCcohrMP7s5A,Ah So,The Strip,"Fast Food, Chinese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
hXY9Yq0nOLgHsWLbjam--A,Beso Steakhouse,The Strip,"Diners, Restaurants, Steakhouses","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
QhMhM3Mhokv6V-H0MRuYTg,McDonald's,The Strip,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
mhDG_wtuyTDr-c0rgfEMpQ,Ru Yi Noodle House,The Strip,"Noodles, Chinese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
WqjHEdAftag4ixm09POepQ,Pizza Joint,The Strip,"Restaurants, Pizza","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
QRAmGlMF7_sLq8YZ_L1POQ,Sugar Factory,The Strip,"Restaurants, Candy Stores, Food, Arts & Entertainment, Specialty Food, Casinos, Desserts, Shopping",
dA_Xl2A45YVc9nnYLK0oqA,Dragon's Alley,The Strip,"Chinese, Restaurants, Seafood, Barbeque","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
G5or_Fra4-6IYOVlm_dI2Q,Gilley's,The Strip,"Restaurants, Barbeque, Bars, Nightlife, Sports Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
PwpSY0vO3XlQXKOuqiqZMQ,Postrio,The Strip,"American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,The Strip,"Bars, American (Traditional), Burgers, Nightlife, Pubs, Breakfast & Brunch, Restaurants, American (New), African","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
16Fplxu-OwVmTEFxQAUP4g,TENDER Steakhouse,The Strip,"Nightlife, Bars, Restaurants, Steakhouses, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
irt97q32ROIgQJOEqseebQ,Ah Sin,The Strip,"Restaurants, Japanese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
U4ncU-YfIipnTetJDZLGlw,Gogo Poke LV,The Strip,"Food, Hawaiian, Japanese, Poke, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
YhCAJ8acd1X7GkCHPhD8Xw,BLT Burger,The Strip,"Restaurants, Burgers","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
DnalbBqgX7afqSYgO5R8iQ,California Pizza Kitchen,The Strip,"Restaurants, Pizza, American (New)","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
AyEtowSGi9vx0-xFfrgjWw,Payard Pâtisserie & Bistro,The Strip,"Restaurants, French, Coffee & Tea, Desserts, Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"
0lxyY2bwmpde2QHcnh8fZQ,Sahara Buffet,The Strip,"Buffets, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
Qj1BoynaIVZiKEe8Peq3_g,Eats Italian,The Strip,"Restaurants, Food, Vegetarian, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
ry-FLqYclt7okJbdYcmOhw,Sahara Hotel,The Strip,"Casinos, Arts & Entertainment, Event Planning & Services, Hotels & Travel, Hotels, Restaurants",
zY_YAwo4On0aqOABS-1cBA,Rockin' Taco Mexican Grill,The Strip,"Mexican, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
W--NYYk_TqGtq_miUE1Eyw,New York Pretzel,The Strip,"Pretzels, Comfort Food, Food, Hot Dogs, Restaurants, Bakeries",
dOZXF4OwDaXXB3NYA7xj8w,Subway,The Strip,"Sandwiches, Restaurants, Fast Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
hLRorEsACIyya9gA9C3BdQ,808,The Strip,"Seafood, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
W90h9VXUSdRz1_uJhweVPQ,Yusho,The Strip,"Japanese, Chinese, Restaurants, Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
bTv4SViSYM5aux1HUN1LEA,Auntie Anne's,The Strip,"Food, Restaurants, Bakeries, Fast Food, Pretzels",
fAlKTsfsUF6A5iujEI2Z1w,Off The Strip at the LINQ,The Strip,"Nightlife, Restaurants, American (New), American (Traditional), Steakhouses, Bars, Comfort Food, Italian","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
5Zc41a446gV3K_o7CDs69Q,Riviera Hotel & Casino,The Strip,"Hotels & Travel, Hotels, Arts & Entertainment, Casinos, Restaurants, Event Planning & Services",
gGqppHYDpINGjRb8ru-dsA,Imperial Hawaiian Luau,The Strip,"Arts & Entertainment, Hawaiian, Restaurants, Performing Arts",
2LZGeJy8qByYKB71ML-jcw,Rock & Rita's,The Strip,"American (New), Restaurants, Barbeque, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
rTS8LsUmNIiXsXydE49tPA,Margaritaville,The Strip,"American (New), Seafood, Arts & Entertainment, Burgers, Nightlife, Restaurants, African, Music Venues, American (Traditional), Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
bYw7mT1e3frkxG0nd2_mjg,Lucky Cheng's Restaurant,The Strip,"Adult Entertainment, Arts & Entertainment, Asian Fusion, Performing Arts, Nightlife, Restaurants",
hAHa78Q1os9Gvuq6Uti-0A,Westside Deli,The Strip,"Sandwiches, Salad, Restaurants, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
WX8cx6tfFcEn0cK4cIbWag,Mercato Della Pescheria,The Strip,"Restaurants, Seafood, Pizza, Mediterranean, Modern European, Italian","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
YLL7tZjII-lsEprbfVkMzQ,Johnny Rockets,The Strip,"Restaurants, Diners, Burgers, American (Traditional), Sandwiches","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,The Strip,"American (New), American (Traditional), Sandwiches, Restaurants, Delis","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
oBdseQ_SP2Du7oY6-0YUSw,China Max,The Strip,"Restaurants, Food Court, Chinese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
loSgYD9dHOsjjm7QCly5qw,KGB: Kerry's Gourmet Burgers,The Strip,"Burgers, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
M1hEQVMiND1rbiT8mo2j0g,Bonnano's,The Strip,"Italian, Pizza, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
zkhBU5qW_zCy0q4OEtIrsA,Todai Restaurant,The Strip,"Buffets, Restaurants, Japanese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
R6jpwPBe9edy0P64uyaLKA,I Love Burgers,The Strip,"Burgers, Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
Ki8seQY5mtXc36xjoMfeDA,Flour & Barley,The Strip,"Gastropubs, Restaurants, Pizza, Italian","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
zkuCoXFQOceyNaPJLUDZzA,Sidewalk Cafe,The Strip,"Food, Cafes, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"
#NAME?,MGM Grand Buffet,The Strip,"Restaurants, Buffets, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"
ZCQa7CJxZ-53Zxd_pobWug,Le Cafe Ile St. Louis,The Strip,"Southern, Breakfast & Brunch, Coffee & Tea, French, Restaurants, Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
ruWTngdiC68O9la27hvvHw,Foundation Room,The Strip,"Nightlife, American (New), Dance Clubs, Restaurants, Bars, Lounges","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
e-P17ZVKGvnBT58pqtxQeA,Riva by Wolfgang Puck,The Strip,"Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
oJZNHz5UUVUgrZwVBVlpYw,Petrossian Bar,The Strip,"Coffee & Tea, Nightlife, Restaurants, Wine Bars, Tea Rooms, Bars, Food, French, Lounges",
hdZ_4Vd9opGm5UajNUuhwA,NYP- Pizzeria,The Strip,"Restaurants, Italian, Pizza","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
7fxebHYUwIF6CakxSr70iQ,Carnevino,The Strip,"Italian, Nightlife, Bars, Restaurants, Steakhouses, Wine Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
lzQxNWlUVXJM2uqBeZafaQ,Blizz Frozen Yogurt - Bally's Hotel & Casino,The Strip,"Desserts, Restaurants, Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt, Creperies","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
oi3FWENKZ5y_bDCpEb8yOw,Lakeside,The Strip,"Steakhouses, Seafood, American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
Qe71AVaQZW9EbATLpCec0Q,Fulton Fish Frye,The Strip,"Fast Food, Restaurants, Seafood","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
xEH00X_VoRepWKXQrragmw,MOzen Bistro,The Strip,"Japanese, Restaurants, Asian Fusion, Sushi Bars, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
d_N_4ZwgzQjI-J0iEfM5CQ,Pan Asian express,The Strip,"Food, Specialty Food, Ethnic Food, Imported Food, Asian Fusion, Pan Asian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
qABb9Wzdn51VcNHdp_Qhpg,Tintoretto Restaurant and Bakery,The Strip,"Bagels, Bakeries, Restaurants, Food, Italian, Gelato","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
9wxxjUKdaiWeK0fGxSYhzQ,Raffles Cafe,The Strip,"Restaurants, Cafes, American (Traditional), Diners","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
Z6bIu9gOxDbr8DjrbxIn1g,Hyakumi Japanese Restaurant & Sushi Bar,The Strip,"Steakhouses, Japanese, Restaurants, Chinese, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
VR8QvH2g-jEG5EfMzA_G9w,Nine Fine Irishmen,The Strip,"Irish, Arts & Entertainment, Bars, Pubs, Music Venues, Nightlife, Active Life, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
nGqCSg5ei7wYwaKFBN-8FA,Wok Vegas Asian BBQ,The Strip,"Barbeque, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
wTDsirjG5uWh9go8RLvJcQ,Robert Irvine's Public House,The Strip,"Nightlife, Gastropubs, Pubs, American (New), Restaurants, Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
dP1_wP59hvVDWNzFFS_6YQ,Subway,The Strip,"Sandwiches, Fast Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
BEplfZTUzYwApjMUaOA12w,Canonita,The Strip,"Restaurants, Tacos, Mexican, Tex-Mex","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
SnMUTGhY2nW2Ldb0QJAjAg,The SLS Buffet,The Strip,"Japanese, American (New), Buffets, Restaurants, Mediterranean","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
mGCOI83lIiDfc4cEOtmZlQ,Pan Asian Express,The Strip,"Restaurants, Pan Asian, Chinese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
EWmYNndtI9G0c2lI58vQWA,Phoenix,The Strip,"Chinese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes & Buns,The Strip,"American (Traditional), Restaurants, Burgers, Bars, Nightlife, American (New)","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,The Strip,"American (New), Restaurants, Italian","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
5ZyF-uAb4RVN05THprS3IQ,Tropical Smoothie Cafe,The Strip,"Fast Food, Restaurants, Food, Juice Bars & Smoothies","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
HojKatUfX4UHWaPqtl63NQ,Rivea,The Strip,"Italian, French, Mediterranean, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
By7P2EBBvhqoSDj8PnQa8g,D.O.C.G. Enoteca,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
SwrRrGM-clSCBqC9aZJ1KQ,McCall's Heartland Grill,The Strip,"Steakhouses, Restaurants, Nightlife, Bars, American (Traditional), Seafood","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
d_L-rfS1vT3JMzgCUGtiow,Border Grill,The Strip,"Tapas/Small Plates, Mexican, Restaurants, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
udh__7erx4PuM5quw8zuVg,Istanbul Mediterranean,The Strip,"Halal, Mediterranean, Restaurants, Turkish","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
6Vyp-9i1jzwK_bvisuPJpQ,Lobster ME,The Strip,"Restaurants, Seafood","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
CdxWhFBtjl0LBqlQEfxX8A,Pronto by Giada,The Strip,"Food, Bakeries, Restaurants, Coffee & Tea, Sandwiches, Salad","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
azIZRqX_1qbp0_6GKSgSAA,Japonais,The Strip,"Asian Fusion, Japanese, Sushi Bars, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
YPTR9EI2w75WeuCnS_JJXw,Grand Bazaar Shops,The Strip,"Pubs, Nightlife, Restaurants, Wholesalers, Professional Services, Shopping Centers, Bars, Shopping",
BORPULADzZV6_LJZzcsywQ,PBR Rock Bar & Grill,The Strip,"American (New), Bars, American (Traditional), Breakfast & Brunch, Nightlife, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
iH6heFdMwPXk9GIO6PwUvA,Beerhaus,The Strip,"Breweries, Beer Bar, Bars, American (New), Food, Sports Bars, Restaurants, Nightlife","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
j7ooAJoKOgjT1_ARsFECZg,Kabob Empire,The Strip,"Mediterranean, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
XZbuPXdyA0ZtTu3AzqtQhg,Mesa Grill,The Strip,"Southern, American (New), Tex-Mex, Mexican, Restaurants, New Mexican Cuisine, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
_hML_SleB40KkUrMHOZ_-Q,Rx Boiler Room,The Strip,"American (Traditional), Cocktail Bars, Restaurants, Nightlife, American (New), Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
RIHydChuDTrfuuvr8TzH4g,Castle Coffee,The Strip,"Cafes, Restaurants",
KiTHWMK20GvgPvpHSzTHTg,Chipotle Mexican Grill,The Strip,"Fast Food, Restaurants, Mexican","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
xg6X-QhO5kTv9PtFqJp-OA,Cinnabon,The Strip,"Food, Bakeries, Restaurants",
dubu2kN3Y9EB4uYGFWa0MQ,Primrose,The Strip,"Restaurants, Bars, Cafes, African, Nightlife, Sandwiches, American (New), Breakfast & Brunch, French","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
YnmtUJGqQIQL9tz1MRyfqA,Michael Mina Pub 1842,The Strip,"Restaurants, Bars, Nightlife, Pubs, Irish, Gastropubs","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
Q4AWWdBWe_ojYX1a4ffXFQ,El Dorado Express,The Strip,"Mexican, Tacos, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
0AQnRQw34IQW9-1gJkYnMA,Diablo's Cantina,The Strip,"Mexican, Nightlife, Restaurants, Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
bizdJ-aiyYd2aBVa_f1RXA,Lobstah trap,The Strip,"American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
FooKqQJ3UnsIG2slFPuLRA,Canter's Delicatessen,The Strip,"Restaurants, Delis, Sandwiches","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
lmxA0dJM0XsPCIHPXhEQ-g,Sake Rok,The Strip,"Bars, Sushi Bars, Nightlife, Restaurants, Asian Fusion, Japanese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
XVjTeFc18ihrT06SU3rnUw,The Halal Guys,The Strip,"Middle Eastern, Restaurants, Halal","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
klddGAcNIpE_aB5sd1hNXw,Society Cafe Encore,The Strip,"Restaurants, American (New), Italian","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
