business_id,breakfast,lunch,dinner
UkkIsIYoO0xF2LoysO_upA,False,False,True
7NucoWCjPzZyRPjsVR28xQ,False,True,False
V9klA6JGT6Fz2UpVP_7sBw,True,False,False
zf1h0aVL8-Jl91F-mDxZEg,False,False,False
NieVNg1pP-PPeGUsdpy9BA,False,False,False
faPVqws-x-5k2CQKDNtHxw,False,True,True
4xioa5IWUTYEepxCiqRMtw,False,False,False
QJR4qBUHegWEozSQrGmBPw,False,False,True
9-cVW8wSRoE6Nmnc7v0uUA,True,True,False
25wTaO0_Rk-GLb4k2uMs0Q,False,False,True
Mnf10SaW1-8O3zVF_S16Dg,False,False,True
u-67zd1ImTv3EEr5kIdWrA,False,False,True
PL3cimEUfNHlenOGSOAdJg,False,False,True
fHM09_y3QX3n4a_bIFbk_w,True,True,True
G-5kEa6E6PD5fkBRuA7k9Q,False,False,True
3cHL1r5w2oLYH-veijtweA,False,False,True
69SHzcXpZCuLwCG1X4l4_Q,False,False,False
djDktbXvOwaJhuk5whLlOQ,False,False,False
rkVTKhUDO-VtrIu8esB75g,False,True,False
PSMJesRmIDmust2MUw7aQA,False,False,False
dJS3iH-odljqWS9MKEFsBA,False,True,True
NvKNe9DnQavC9GstglcBJQ,True,True,True
df5IJWW0-C4AJDCS9AwtbQ,False,False,False
icsmeOong1Ac5AcwKKuqgQ,False,True,False
esBRj9uPRzwxaW4Lz1XGLA,False,False,True
0xdpv5CPpbUUch7JKBG98Q,False,False,True
AMTNJbYbu0OMMAkx4meQxw,False,False,True
NUpRBNSWuhRQ2tze3-A-Ng,True,True,True
ODXNf0npAv--JbyzBaLxoQ,False,True,False
3c6U5CdxsN_6Gpc6dqTylg,False,True,False
UTXNr62dGSK-tet8OeXUcQ,False,True,True
dCUuzw3R2rPqKyN2Zl9zRw,False,False,True
eiRH93Z6CbVekyyiE0BZFw,False,True,False
IImZFNzX4cP84rFsyb-9mQ,False,True,True
K7fip0nDFFdCC7OCnNOotQ,False,False,False
Fb7QbeQVasGej9GPIL2koA,False,False,False
4bqbAhYZQeokD3zqN77XLA,False,False,False
PitHcnxTKCANz1VYwVtWkg,False,True,False
dMEo-GjWAmTVzq3_qeQX2g,False,False,False
75lNzRwmjHpuMwSaNxrMBw,False,True,True
5_MrPFw9E0cMJ1Q0DJFZOQ,False,True,True
oXoVJ0xKv82cBo9U6oEjlQ,False,True,True
N0apJkxIem2E8irTBRKnHw,False,False,True
lDr1pXOU75er2vmFigQc7w,False,True,True
lF34YS1bt4Jvl4a1ZIafDw,False,False,False
4X0KWUPcD2EkHN83aa4cXg,False,True,True
SsN-SaGGkJn2Qm-jSDQ4aQ,False,True,True
QXV3L_QFGj8r6nWX2kS2hA,True,True,True
TVbVii4EUQt9DG7y698zIw,True,True,False
A4zLP5AyKEEHQr_dWEZKig,False,False,True
N8D-5-fW7EkBdKjNYGhu0A,False,False,True
Fi-2ruy5x600SX4avnrFuA,False,True,True
dusNIzdCaH6EoLl2hRy6cQ,False,True,True
6ny0B9pTlMZnu_9dx7PJuA,False,False,False
R3TC2oq8fQK9c9BNMZ-ynA,False,True,True
NI0CofjIlWO4XwpGbLL6Tg,False,False,False
-ilCufjKjeswCLyIrCtuqQ,False,True,True
WMj5Uj04pAqFxLMnJQcQqw,False,True,True
Z3owSx_4NJerX08DO5FOtA,False,True,True
toToUz3HgJjEinwD8_3dGQ,False,False,False
qFAw6wHMMcr4ctF-ZdGhEA,False,True,True
fE7x3Ui2mzdwdfJnd7r_1g,False,True,False
X8lqAVOWrTih72sEEIEPSw,False,True,False
APAsM2DPl9FH0sC6jFEaXQ,False,True,False
-xX-Vjol_fwWaN2mn1F1wg,False,False,False
4uISbaUPJLVECBHIi3tpxA,False,False,True
Hz-OXis4Hk9l187LPBo_8g,False,False,False
_w5hBpkjHs5_Hv3pLeHtIw,False,False,True
KXITXbKuE60WSUDs7NZVLQ,False,False,True
GI-CAiZ_Gg3h21PwrANB4Q,False,False,True
WshwlvpuxGRjivC-J7RLcA,False,False,False
S0yP4IZmwVpeqxSe0R2Fvw,False,False,False
dcFMlXIEun1ax2ebW_Y7-w,False,True,False
esivMfjV4OFS5g8YMuR3UA,False,False,True
0UESjBq6_kPjCs4zPh4oEQ,False,False,False
EbP8eduNl-aEy2UVfs3zJA,False,False,True
AjWFFZN8KwyqJzzi0DyEsw,False,True,True
xfugyx1FNkQwH61CSewBkw,False,False,False
wPiRP76arN0NB3M1ZXXp7g,False,False,True
sHPrepHE7L4sV5Dd3SovSg,False,False,False
TeHB4-F_5Mwg1VE2Uzu0Ag,False,True,True
tjYHsz4ydS6GuBSv-uifQA,False,True,True
ybq76JnmovyueBmrxef-aQ,True,True,False
8qAtou9A4ksXGkjyLibWDg,False,False,True
VVLGIq6ksrgGSfi7VBTmpg,True,False,False
KkmPDIWzvwbBpyqOHT6pcQ,False,False,True
BG8lvZoPTrPJqcvTh-ytzg,False,False,True
T-eEjmbEeQ53ezioW_9vxQ,False,False,True
ri4JWuvJQOOkoeWN5ZNC9A,True,True,False
5z1WIr7E9P2CSzyN5seeSA,False,False,False
F2daTLKFb2-hG5ysrJIQ5Q,False,False,False
e13SEvJud_vgeDR_doL4sQ,False,True,True
-a857YYdjzgOdOjFFRsRXQ,False,True,True
3-dR6RJvTHdkZEHMmB8OeQ,False,True,False
f4x1YBxkLrZg652xt2KR5g,True,True,False
hzdESAd29XmdQhTyuj1gJA,False,False,False
A_CXVdyJCE6nyxwbd6fNwg,False,False,True
SZ5KO1KNiwtrktKo5mpuLA,False,False,False
haubHM36Z-enialDObecrw,False,False,False
EVlKBiHSr2ZUk9GsWwW_Yw,False,True,True
Cr4ipI-tr-R8Q0NilkWNkA,False,False,True
f16oe_yaGBh4AFK_mlBabw,False,True,True
uQavb7YPhMo89AjwZcjb0w,False,True,True
d3H_Hkc42Dp0hJRQrZzIRw,False,False,False
80Lkm305ZOkQdMEIvOy_lw,False,True,True
xVEtGucSRLk5pxxN0t4i6g,False,False,True
LYWbyu1EQM2o5hwHG5_Ldg,False,False,True
PgJgpW4TKQ8IoALH2Yq-zA,False,False,False
Yp9w4nhUowBU_IS_StFXbQ,True,False,False
-MmAW2x9vMGuhVcALU7QRw,False,False,False
N-L7ISdndWsIWdK0fn29wg,False,True,True
UT6L3b7Zll_nvRidijiDSA,False,True,True
0NmTwqYEQiKErDv4a55obg,False,False,True
pyqnGlIfP9Zw8LLxBjyAiA,False,False,True
UvcH52d-FQ3waD5Z0LmFCQ,False,True,True
cW0kFaT9QqotYGGGI3-Btw,False,False,False
iNdMl5rb4FKFFgmzimuzvQ,False,True,False
GtHu9uGXpn7Jg_Z7vFKZKw,False,True,False
gc_GGat7TgNCmrgc4nVOgw,False,False,True
uwBJlA27pNywYTlPBiSqVw,True,True,False
7zqmeEgCPfvbxyaKHli6Dw,False,False,False
xkVMIk_Vqh17f48ZQ_6b0w,False,False,True
0q_BHpxbikVtPRRLRu-U0g,False,False,True
rbDqCV2g23K3ZrTxmgoNBg,False,False,True
-1m9o3vGRA8IBPNvNqKLmA,False,False,True
rzSpnojxrHra_wFeN5KpMQ,False,False,False
MiUrif_vYOuITF4ALf7WHA,False,True,True
rcaPajgKOJC2vo_l3xa42A,False,False,False
wy6pYrWtiGrktOpUmsvCHQ,False,True,True
AKBSPjk_H_w8RCqCE_vUuA,True,True,False
JpgVl3d20CMRNjf1DVnzGA,False,False,True
s8z8r0MN7S6OzfGld-cEdw,False,False,True
foQZ6guS0l49trURKh7vlA,False,True,True
wph0jjOIJQ6U3vPMUooM_A,False,False,False
S2bGqPoTjUc2ywC9FYuBsw,False,False,False
-QNQ4R1VgRoL4b6lC8Anrg,False,True,True
U9aA5H13y7t9xWnoQslV0Q,False,True,True
C2yaxqgm99TX8uTFpManKA,True,False,False
6fPQJq4f_yiq1NHn0fd11Q,True,True,False
AT_xDv2Lm5K7VtER1fp-SA,False,False,True
EIH5pDc75v4haOcww-SEJg,False,False,False
Md6895ZtS3FA8a0pUaH6nw,True,False,False
OVTZNSkSfbl3gVB9XQIJfw,False,True,True
V2WLiBR3iGaegRAVNjOndA,False,True,False
vZLAmpN-hTI3GCT9hlHVUA,False,False,True
pCQC79ndhdiaJaQmP6QiYQ,False,True,False
qmh6zxtJ8C8-YiUPv7ySlw,False,False,True
fQt4D34vcJNtEf8Q4zte3w,False,False,True
D8yYMxz0p6oQnOQnLRUIyA,False,True,True
GXDRFAunLh0aRao6ERnM4A,False,False,True
DkYS3arLOhA8si5uUEmHOw,False,True,False
Knnc473zh8m7IBC0oLTHkg,False,True,True
J4CATH00YZrq8Bne2S4_cw,False,False,True
x3dYPKifvJoRDYvjJxyZAw,False,False,False
vvc7L68Mu3Fa4OnZ8rviFA,False,False,False
2Xc6cpbFM6bqKkgz6bV9kQ,False,True,True
NTQXBbCa5Ugj5lNr6E4J5w,True,True,True
YJ8ljUhLsz6CtT_2ORNFmg,False,True,True
P2dFr-Jg1OUoNMikaCmLEQ,True,True,True
LdB-ymK-cauStX7TxUAs_w,False,True,False
dWk0mbhj79pK3WBp5oLtpw,False,True,True
IRbgMt0cVuzK1KSppU16_Q,False,False,True
f_eiOrEcMnkHB7GvQVOHkQ,True,True,False
oaqbLDW3wNqkynlnp4mvlw,False,False,True
WEeMwRLhgCyO1b4kikVcuQ,False,True,False
CDxxqyH-Gn3luPA8CtlPRg,False,True,True
mU3vlAVzTxgmZUu6F4XixA,False,True,True
N7yuiiu8jhQ-Fl9Npflreg,False,False,True
VUtazCTIc0aoOrQprP_s-Q,False,True,True
ahSFUPojs9X3-1jP-QPb-w,False,False,True
4KmrrhtfnngTVFa2d5LAjg,False,False,True
Er8DpPwf_lHHv64ncWhD8g,True,True,False
oDNfrdvMV2Fq0R6vd2XwNw,False,False,True
aNGcHb8rjFFI9nY_fUgImg,False,True,True
WI1xBMN_rEaVPOL9Ad2gpQ,False,False,True
fOAf6lQHhPn7qybtHKxsGQ,False,False,False
_kb6GT4qawjwq47OsQ52xw,True,False,False
1DP5vHxJzCDbgawv0WC3yA,False,False,True
SeNOJ2zYHziptxLuiRINLg,False,True,True
rtlsfmdufArhk-47sWIf2w,False,False,True
BslEhCyzaQPfpHtDogb4hQ,False,False,False
qi3JiaD6bzjsE22HFIrpng,False,True,False
LH4U1OJuJVxovAAcx2Oi9Q,False,True,True
Xe0ITIe5yBCaxGdLx-FaiQ,False,False,False
t7YEHbN6NiuS1oBlD-R6ag,False,False,False
Bv5RS9NFbTsk9D7fvYx4Hw,False,False,False
lO2fIIZj225NIk5t2k69NA,False,True,True
iCQpiavjjPzJ5_3gPD5Ebg,False,True,True
EneqsOFGCK4KXofNHsc5aQ,False,True,True
vHz2RLtfUMVRPFmd7VBEHA,False,True,True
mB_cI1tCrNxxvr2e2myNrQ,False,True,True
1Vvxx-9AoINg8TJXOZgEHg,False,False,True
qGW6A2w5E0rfQV-0f5jrVQ,False,True,True
xkGquJpL_-nAg-ZDaVHjPA,True,True,True
iLlPXAA6NYTgWaG4DgCNEA,True,True,False
0qet57CmMA5qUm6gPFUTpg,False,True,False
nnDLapJk1z2NJE0-XzwMlQ,False,False,True
0d0i0FaJq1GIeW1rS2D-5w,True,True,True
5MnLa1nE606cvNGlSFt01Q,False,True,False
2weQS-RnoOBhb1KsHKyoSQ,False,True,True
uh7DUWtPoZkuEE05fghJ_w,False,False,True
GU7ww3eoGTcXAze8VJtC7g,False,False,True
MpovsyjkSkchD7ssAdEVKQ,False,False,True
PbyqDJf815zRn-7p6vYpAQ,False,True,True
ARohEoxqg8TzA5gQfdGAZw,False,True,True
KVsv8wRGnLX8QWoNZKNMQA,False,False,True
_j2EtQtgLuXGRBfbM5YwZA,False,True,True
R0ukZ5FgY_2Pn96Go5mftA,False,True,False
6UI3dCIY6eM1eBOsnEVBuw,True,False,False
n4E8ltk6CidI4_9s5STVtA,False,True,False
pzBTsxScWslK5VpfK-qWjw,False,False,True
luf0E5FPY-hv-uceL8QtBA,True,True,True
86xm0Q8iX5ZjODWMkvwnxA,False,False,False
YTCCJ3ShO-zg0dlx1nk6dw,False,False,True
jVD09YgKsDtKD5sOYes6wg,False,False,True
gOOfBSBZlffCkQ7dr7cpdw,False,True,True
y4jBVV_r8sVnz0WBEQrvMQ,True,False,False
6ANVuBMmpkXpFd5Hzkn4_Q,False,True,True
Do4n_yK_K6DmR9_Es5qwlA,True,False,False
7GGJlp1aWfcXGQz6q7SkXQ,False,False,False
ZkGDCVKSdf8m76cnnalL-A,False,True,False
ynHT0Mo4878oDHbTb4nFlw,False,False,False
g8oxQ1Ji9mr9PMjhEfaWSg,False,True,True
EZQESVzkOPs7LwCHVC3Szg,False,False,True
K19uBHydrYAsfX3CPnFp-w,False,True,True
e0JOkQYz_cnz91k6X55PLw,False,False,True
VLM7QXtwOWn0VZIMSqu5qg,False,False,False
pH0BLkL4cbxKzu471VZnuA,False,False,True
lGy7jJ9oVZUJNkmZj7ewgA,True,False,False
77h11eWv6HKJAgojLx8G4w,True,True,False
IqCvkoDvvImXuzGrpeiDMA,False,True,True
Xj7DIGRHEchJ-VVdISazQQ,False,False,True
HWl2EbZhkhAkFgqt44yUkA,False,False,False
eoHdUeQDNgQ6WYEnP2aiRw,False,False,False
8b5ll2kjXfjgFIqWsjkr8Q,True,True,False
MqYYYNA-ZYvV-1w5qcmMoA,False,False,True
Gyrez6K8f1AyR7dzW9fvAw,False,False,True
4FC_tTgynakPLLngLkvRSw,False,False,False
qSlfi_h5LdTAm7181FAZiw,False,False,False
pJpjgXH5lgJtIJos9GqetQ,True,True,True
ChQmxnYLSVIQkL8Ct8z55A,False,True,True
H_CKS6wY2_uFWJrHhCZBMA,False,True,True
JsCKeWHA8n_5mFQ3F6t4UA,False,True,True
UJuxtm4DtomSaFlfK0X7fg,False,True,False
JTFFtWy_chbsHTs95yD_2Q,True,True,False
DRiTXZ2laRiAgrB-Gkgv1g,True,True,False
uGW5mFIm62PFF8bpk0wiMg,False,False,False
1h3ysSuSazvXc1aeLiiOew,False,False,False
XTtNTWH_Nqv27RC7OtS7dQ,True,True,False
3Gt3xskppi9jZuTrwrhLNg,False,False,True
v0fAQRGaDUls8pOh5i6M4A,False,True,False
U-Uj13i0RkwgZ8e7I4Lf8w,False,False,True
TmIucPRTngutrjDpC0nXgQ,False,True,True
gf68voXoY4LqSC_7Qq5t9A,False,False,True
AaLvYFsLuyO1uGk0QLxN5A,False,True,True
tWasMHaS6ZD-xRhevpoqkw,False,True,True
d482l58ho0_IMdFkXX1F5Q,False,True,True
XUY2ZBiVPrJHyYisPL9EyA,False,True,False
ftgmU5MuiXK4yP1CU3vqaw,False,False,False
FbpAg7_qZ6gUpcPLvFyZRw,False,False,False
mxuUDbstSrPf2OVfjXKpBA,False,False,False
RESDUcs7fIiihp38-d6_6g,False,True,True
OmmYZ3jd3x4AUE26OG91Xw,False,False,False
Hg3pn4JwDD0Mm_Hxr-at2w,False,False,False
v8KJxkaqdahn90r7chXQZg,False,False,False
OVOKaPy1KCi7ZeYbqmbMIA,False,True,False
ZzK2myEzK5aRrwOBUExLxg,False,False,False
wJAs37fHi3iqQ8Huym1mGg,False,True,False
Jt28TYWanzKrJYYr0Tf1MQ,False,True,True
SuugmVDsQ8YhfdOJYSuSmw,False,True,True
--9e1ONYQuAa-CB_Rrw7Tw,False,False,True
om9EXJjK3UbBFhWWhCNr3g,True,True,False
H_FkQxifSo13B2FWjhp36g,False,True,True
ysv6yhVYOoH9Pf7PlMyD0g,False,True,True
mUdalYTuAtnZm2K9zoH27Q,False,False,True
nJcyfIRGbI31EGLzillWYg,False,True,True
IRzXVRIzRoYpnjaVXF3vNA,True,True,True
ZpMoI5EECS6Rm7KigN1gPg,False,False,True
I6EDDi4-Eq_XlFghcDCUhw,False,False,True
u8-WDsLXAl0dXQW_wqWrDg,False,True,True
4qTeGqt6YpufGxZXJ_FldQ,False,False,False
zJtw9HxZNZSEGcI6ees5fw,False,False,False
bOGpm_4Emm4btMbJNA1L7A,False,True,False
P6O50VeFlBIJpP0QPYsXbQ,False,False,True
qmIHO-6T_KEfPC9jyGDamQ,False,False,True
LwQB9H3jZ9wTk24Lr-AnZQ,False,False,True
zSc_PmocVDJEtQwin0ts2w,False,True,True
EfAqol3tWckyNrBMIooJmg,False,True,True
nMQJ57am8aEnz1jy9Hl_3g,False,True,False
HGitzBs7x_fUvdTtrTacXg,False,False,True
xqoBJepL-cB-M_6Di1Sdjw,False,False,False
fwZzpkSH4ZOJGzDzI2rSaQ,False,True,True
rkH_CkTZBKOv2q0kAq5M_A,True,True,True
YMoOYH8hQG5lxUUkh1uusQ,False,False,False
PJYjYb7oKtSwpE613W44bg,True,True,True
pLMPpaJ7whp86uL_3ezwMg,False,True,True
E96XW5-Me9nnBIkpg0nNBA,False,False,True
G5iz09NiHOtAcxAAcMCXzA,False,False,False
ZL15NFVdN7hG0NUXppkU9Q,False,True,False
TzpqNdtAZHXuIKf2xS0o2A,False,True,False
yNVcnSaMSrTmjJBMrHTy9w,False,False,True
T0Uw6vwwfO3el29wBoDamQ,False,True,False
LR0qF0FEVsCOhYWUOiH26A,False,True,True
lZZLmG1ANLq2Yb3KuVA4NA,True,True,False
3fPIRTnBhd81MixgS9YoMQ,False,True,True
gtffarZ2Y_rLfCegMg-nqw,False,True,True
BjH8Xepc10i6OhCDQdX6og,False,False,True
nu1GQ_Q43JqzrWMZE_dE1Q,False,False,True
PMOlf91mjpkWRiZa5hEr-A,False,True,True
uR2GNRdrkY2KeYggp4bCUg,False,True,False
8IEay5jgk3FOTur5tUvsaQ,False,True,False
hgQOESYp7CF4LnNI90XEiw,False,True,True
-kFyzXRzOlyoL4NyzoVkMA,False,False,False
QF2P3oJqCJC9z0TPDDFVxw,False,True,True
cYwJA2A6I12KNkm2rtXd5g,False,True,True
RSPEJeFTKs1BsiVgjHp1WQ,False,False,False
5iAFiMPfitcYDMeII5_dnQ,False,False,False
qtc1YZix_5lHBJTZq7DOpA,False,False,True
PDIh1lVtKlUqPJROXYJQvQ,False,False,True
g62SlImzhs6_1t-knPjd8w,False,False,True
0zGeYN8ReYwVj27U7EHOJA,False,False,False
